,id,progress,mode,fontsize,color,midHash,content,ctime,idStr,attr,date,time
0,1727132880666681856,3651,1,25,16777215,ad1f1b2c,最后一班车，而且是去成都东的短途车，不存在影响后续车次情况,1732981483,1727132880666681856,1048576,2024-11-30,15:44:43
1,1727124891079736576,14765,1,25,16777215,ef9a7771,怎么做到的？后面车次停运了吗，没停运后面车次怎么办,1732980531,1727124891079736576,1048576,2024-11-30,15:28:51
2,1727035343989389824,4179,1,25,16777215,2e63112f,以人为本,1732969856,1727035343989389824,1048576,2024-11-30,12:30:56
3,1726828462553061120,12840,1,25,16777215,f8603fd7,你永远可以相信中国铁路,1732945194,1726828462553061120,1048576,2024-11-30,05:39:54
4,1726818993827908608,6313,1,25,15138834,abf71a74,人民铁路为人民,1732944065,1726818993827908608,1048576,2024-11-30,05:21:05
