,id,progress,mode,fontsize,color,midHash,content,ctime,weight,pool,idStr,attr,date,time
0,1694385751682290432,5637,1,25,16777215,882624e0,意料之中,1729077721,5.0,3.0,1694385751682290432,,2024-10-16,11:22:01
1,1694378096893117184,10208,1,25,16777215,66b28dd0,难以置信,1729076809,5.0,3.0,1694378096893117184,,2024-10-16,11:06:49
2,1694359115805060352,6217,1,25,16777215,f2b38ff0,崩溃,1729074546,5.0,3.0,1694359115805060352,,2024-10-16,10:29:06
3,1694348603100965120,7623,1,25,16777215,ea9d775e,无所谓,1729073293,5.0,3.0,1694348603100965120,,2024-10-16,10:08:13
4,1694342699752128256,6404,1,25,16777215,f22e52b7,无所谓,1729072589,5.0,3.0,1694342699752128256,,2024-10-16,09:56:29
5,1694299026712785152,5743,1,25,16777215,71007c07,崩溃,1729067383,5.0,3.0,1694299026712785152,,2024-10-16,08:29:43
6,1694287152495702784,6915,1,25,16777215,f365bd16,崩溃,1729065967,5.0,3.0,1694287152495702784,,2024-10-16,08:06:07
7,1694267264792107776,8900,1,25,16777215,d7b689db,意料之中,1729063596,5.0,3.0,1694267264792107776,,2024-10-16,07:26:36
8,1694256325157994496,6839,1,25,16777215,b265a67c,崩溃,1729062292,5.0,3.0,1694256325157994496,,2024-10-16,07:04:52
9,1694245135627449856,4299,1,25,16777215,ad32b67a,崩溃,1729060958,5.0,3.0,1694245135627449856,,2024-10-16,06:42:38
10,1694243746482381312,10289,1,25,16777215,39ca69c7,意料之中,1729060793,5.0,3.0,1694243746482381312,,2024-10-16,06:39:53
11,1694241987013757440,5959,1,25,16777215,96de8f48,崩溃,1729060583,5.0,3.0,1694241987013757440,,2024-10-16,06:36:23
12,1694218724204394752,6664,1,25,16777215,bfe936fa,意料之中,1729057810,5.0,3.0,1694218724204394752,,2024-10-16,05:50:10
13,1694208215451194368,10007,1,25,16777215,b3c41666,意料之中,1729056557,5.0,3.0,1694208215451194368,,2024-10-16,05:29:17
14,1694197531577281536,10096,1,25,16777215,32b983a1,崩溃,1729055284,5.0,3.0,1694197531577281536,,2024-10-16,05:08:04
15,1694193874219654144,7611,1,25,16777215,d5d70030,崩溃,1729054848,5.0,3.0,1694193874219654144,,2024-10-16,05:00:48
16,1694183864026667008,10012,1,25,16777215,cfcaa434,崩溃,1729053654,5.0,3.0,1694183864026667008,,2024-10-16,04:40:54
17,1694175270275174144,6615,1,25,16777215,8d35756,意料之中,1729052630,5.0,3.0,1694175270275174144,,2024-10-16,04:23:50
18,1694174851054621696,10184,1,25,16777215,ec899ae4,意料之中,1729052580,5.0,3.0,1694174851054621696,,2024-10-16,04:23:00
19,1694174467166723072,6307,1,25,16777215,6f0110e3,无所谓,1729052534,5.0,3.0,1694174467166723072,,2024-10-16,04:22:14
20,1694170296845651968,8817,1,25,16777215,40b79ec1,崩溃,1729052037,5.0,3.0,1694170296845651968,,2024-10-16,04:13:57
21,1694170094059417344,8397,1,25,16777215,99e50f2e,崩溃,1729052013,5.0,3.0,1694170094059417344,,2024-10-16,04:13:33
22,1694166681624217856,7659,1,25,16777215,c3af12f8,崩溃,1729051606,5.0,3.0,1694166681624217856,,2024-10-16,04:06:46
23,1694161841733031424,7268,1,25,16777215,da3b7ebc,崩溃,1729051029,5.0,3.0,1694161841733031424,,2024-10-16,03:57:09
24,1694158907272016640,98413,1,25,16646914,ba9eb6c2,占据,1729050679,,,1694158907272016640,1048576.0,2024-10-16,03:51:19
25,1694158812447099648,87076,1,25,16777215,ba9eb6c2,空屏,1729050668,,,1694158812447099648,1048576.0,2024-10-16,03:51:08
26,1694158278478681856,8639,1,25,16777215,ba9eb6c2,无所谓,1729050604,5.0,3.0,1694158278478681856,,2024-10-16,03:50:04
27,1694138476582288896,7260,1,25,16777215,d727db11,意料之中,1729048244,5.0,3.0,1694138476582288896,,2024-10-16,03:10:44
28,1694125907821800448,8359,1,25,16777215,ce4a019a,崩溃,1729046745,5.0,3.0,1694125907821800448,,2024-10-16,02:45:45
29,1694098334761048832,6705,1,25,16777215,6dc9364c,意料之中,1729043458,5.0,3.0,1694098334761048832,,2024-10-16,01:50:58
30,1694385751682290432,5637,1,25,16777215,882624e0,意料之中,1729077721,5.0,3.0,1694385751682290432,,2024-10-16,11:22:01
31,1694378096893117184,10208,1,25,16777215,66b28dd0,难以置信,1729076809,5.0,3.0,1694378096893117184,,2024-10-16,11:06:49
32,1694359115805060352,6217,1,25,16777215,f2b38ff0,崩溃,1729074546,5.0,3.0,1694359115805060352,,2024-10-16,10:29:06
33,1694348603100965120,7623,1,25,16777215,ea9d775e,无所谓,1729073293,5.0,3.0,1694348603100965120,,2024-10-16,10:08:13
34,1694342699752128256,6404,1,25,16777215,f22e52b7,无所谓,1729072589,5.0,3.0,1694342699752128256,,2024-10-16,09:56:29
35,1694299026712785152,5743,1,25,16777215,71007c07,崩溃,1729067383,5.0,3.0,1694299026712785152,,2024-10-16,08:29:43
36,1694287152495702784,6915,1,25,16777215,f365bd16,崩溃,1729065967,5.0,3.0,1694287152495702784,,2024-10-16,08:06:07
37,1694267264792107776,8900,1,25,16777215,d7b689db,意料之中,1729063596,5.0,3.0,1694267264792107776,,2024-10-16,07:26:36
38,1694256325157994496,6839,1,25,16777215,b265a67c,崩溃,1729062292,5.0,3.0,1694256325157994496,,2024-10-16,07:04:52
39,1694245135627449856,4299,1,25,16777215,ad32b67a,崩溃,1729060958,5.0,3.0,1694245135627449856,,2024-10-16,06:42:38
40,1694243746482381312,10289,1,25,16777215,39ca69c7,意料之中,1729060793,5.0,3.0,1694243746482381312,,2024-10-16,06:39:53
41,1694241987013757440,5959,1,25,16777215,96de8f48,崩溃,1729060583,5.0,3.0,1694241987013757440,,2024-10-16,06:36:23
42,1694218724204394752,6664,1,25,16777215,bfe936fa,意料之中,1729057810,5.0,3.0,1694218724204394752,,2024-10-16,05:50:10
43,1694208215451194368,10007,1,25,16777215,b3c41666,意料之中,1729056557,5.0,3.0,1694208215451194368,,2024-10-16,05:29:17
44,1694197531577281536,10096,1,25,16777215,32b983a1,崩溃,1729055284,5.0,3.0,1694197531577281536,,2024-10-16,05:08:04
45,1694193874219654144,7611,1,25,16777215,d5d70030,崩溃,1729054848,5.0,3.0,1694193874219654144,,2024-10-16,05:00:48
46,1694183864026667008,10012,1,25,16777215,cfcaa434,崩溃,1729053654,5.0,3.0,1694183864026667008,,2024-10-16,04:40:54
47,1694175270275174144,6615,1,25,16777215,8d35756,意料之中,1729052630,5.0,3.0,1694175270275174144,,2024-10-16,04:23:50
48,1694174851054621696,10184,1,25,16777215,ec899ae4,意料之中,1729052580,5.0,3.0,1694174851054621696,,2024-10-16,04:23:00
49,1694174467166723072,6307,1,25,16777215,6f0110e3,无所谓,1729052534,5.0,3.0,1694174467166723072,,2024-10-16,04:22:14
50,1694170296845651968,8817,1,25,16777215,40b79ec1,崩溃,1729052037,5.0,3.0,1694170296845651968,,2024-10-16,04:13:57
51,1694170094059417344,8397,1,25,16777215,99e50f2e,崩溃,1729052013,5.0,3.0,1694170094059417344,,2024-10-16,04:13:33
52,1694166681624217856,7659,1,25,16777215,c3af12f8,崩溃,1729051606,5.0,3.0,1694166681624217856,,2024-10-16,04:06:46
53,1694161841733031424,7268,1,25,16777215,da3b7ebc,崩溃,1729051029,5.0,3.0,1694161841733031424,,2024-10-16,03:57:09
54,1694158907272016640,98413,1,25,16646914,ba9eb6c2,占据,1729050679,,,1694158907272016640,1048576.0,2024-10-16,03:51:19
55,1694158812447099648,87076,1,25,16777215,ba9eb6c2,空屏,1729050668,,,1694158812447099648,1048576.0,2024-10-16,03:51:08
56,1694158278478681856,8639,1,25,16777215,ba9eb6c2,无所谓,1729050604,5.0,3.0,1694158278478681856,,2024-10-16,03:50:04
57,1694138476582288896,7260,1,25,16777215,d727db11,意料之中,1729048244,5.0,3.0,1694138476582288896,,2024-10-16,03:10:44
58,1694125907821800448,8359,1,25,16777215,ce4a019a,崩溃,1729046745,5.0,3.0,1694125907821800448,,2024-10-16,02:45:45
59,1694098334761048832,6705,1,25,16777215,6dc9364c,意料之中,1729043458,5.0,3.0,1694098334761048832,,2024-10-16,01:50:58
60,1695952775558530048,29165,1,25,16777215,2f50a79,1,1729264525,5.0,3.0,1695952775558530048,,2024-10-18,15:15:25
61,1695883938071081216,6499,1,25,16777215,d8d5a507,无所谓,1729256319,5.0,3.0,1695883938071081216,,2024-10-18,12:58:39
62,1695768615229367808,75412,1,25,16777215,2047cd37,哈哈哈哈哈哈啊哈,1729242571,,,1695768615229367808,1048576.0,2024-10-18,09:09:31
63,1694385751682290432,5637,1,25,16777215,882624e0,意料之中,1729077721,5.0,3.0,1694385751682290432,,2024-10-16,11:22:01
64,1694378096893117184,10208,1,25,16777215,66b28dd0,难以置信,1729076809,5.0,3.0,1694378096893117184,,2024-10-16,11:06:49
65,1694359115805060352,6217,1,25,16777215,f2b38ff0,崩溃,1729074546,5.0,3.0,1694359115805060352,,2024-10-16,10:29:06
66,1694348603100965120,7623,1,25,16777215,ea9d775e,无所谓,1729073293,5.0,3.0,1694348603100965120,,2024-10-16,10:08:13
67,1694342699752128256,6404,1,25,16777215,f22e52b7,无所谓,1729072589,5.0,3.0,1694342699752128256,,2024-10-16,09:56:29
68,1694299026712785152,5743,1,25,16777215,71007c07,崩溃,1729067383,5.0,3.0,1694299026712785152,,2024-10-16,08:29:43
